Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,label
34.83015261997472,975.9208243739738,-1.3473129840033717,0.2746259680067431,-302.1730975071555,-0.02785801820143293,-0.007731298400337162,0.9974030523994942,315.55795466622845,1
32.40594751911972,975.4318950382394,-1.3081049617605538,-8.435947519119724,-2102.967577327153,0.13378425573591696,-0.004,0.9713790076478892,319.75483969408447,1
12.003827891734758,409.93097123518896,-1.5540113086521574,-0.3363943083110602,-31.245475592292223,0.0014974648939798905,-0.0024923946819396716,0.9989949297879598,850.6002982693956,1
29.04471694153076,974.9827979741837,-2.947339386431148,53.82697239183502,-5560.341039222061,-0.9800202581632296,0.012160607744896888,0.6533423753979903,323.60202025816324,1
32.18,975.4831973619039,36.965776752441364,9.76119934313035,-825.7263907790505,-0.154931607623015,0.5895078977781986,0.8280499917448896,319.3212237428653,1
32.37420055615981,975.4371996292268,-1.3317975899741417,-8.434399258453583,-2117.1898447746107,0.13342005561598136,0.0008599814613395491,0.9708599814613396,319.6594038931187,1
34.500447429604804,975.817910514079,-1.2615421338155768,-0.5247263239473077,-378.8522838542774,0.002472632394730767,-0.0012636838026346148,0.998,316.3919895634204,1
32.53,976.1953299678675,-23.13316613393979,11.000190918311112,-880.6334254354715,-0.19064947234896065,-0.4271849932351392,0.6811067461525994,313.13736025706066,1
34.66766647224688,976.1573218457845,-1.1212529204921342,-1.1953329444937437,-2609.2092290572,0.01241033879386844,0.001732184578459063,0.990267815421541,313.4980344626462,1
32.22749269339438,975.9425073066056,45.510626086324294,-2.924073201966106,-4692.068095719023,0.07305260756043504,0.7742799570830255,0.5576446707911964,315.31997077357755,1
32.361725484160644,975.6184862588176,1.2688076234472263,24.740930169039657,-2210.438854273403,-0.43191404119531074,0.07421552781840846,0.8509134103886254,318.130673077336,1
35.885629876484785,975.8749427385014,-1.3396564310082963,0.24805310904701217,-381.13769446422907,-0.01803435689917037,-0.0005286307493086433,1.0055286307493085,315.94080166098064,1
30.6401168654618,975.0141364497456,-40.55042970750278,-11.244028256003498,-4802.658321849489,0.1999405400368109,0.21950506950535542,1.6441074068145913,323.3170390085074,1
24.13,824.04,-1.5197135822093022,0.19466994968992268,-140.89196581916667,-0.002028641779069775,-0.001514320889534888,0.9840859253372093,1709.87,1
24.13,824.04,-1.8797809249225488,0.011693294891568229,-161.56628414707052,2.1907507745121818e-05,-0.003000000000000001,0.9940219075077451,1709.87,1
32.25047441902756,975.2739263354036,-41.840187304954256,1.7591137706427056,-2938.084272798315,0.2047016215724727,-0.21183270898348586,1.1836104838660457,321.25008120890845,1
34.26284793310115,976.1857796394045,-1.0526610817865207,-0.19999999999999996,-249.17909160189834,-0.005266108178652062,0.0004220360595506862,1.0008440721191014,313.29798324535955,1
33.47867516245016,976.1372355615466,-1.1016902898751,5.823625455089068,-2714.0706357942604,-0.07421319023917129,0.014338057975020009,1.0351374021844275,313.6831896562052,1
33.80794076596983,976.0997978394387,-1.0844099653852,-1.3896333072939808,-2568.356447617399,0.020875881531939665,-0.002806299687183697,0.9895378466949282,313.97106251115355,1
32.34368741841358,975.0363125815863,-135.50232914843153,-44.63485635990372,-3667.6136329474734,0.6449804096598664,0.06644688723796312,-0.7466240737540388,323.1484370920679,1
32.34451684802888,975.461869673548,-1.3309033696057762,-8.441806739211552,-2077.4847397369817,0.135,-0.0018193260788447845,0.9631806739211551,319.4795594596448,1
25.080994363084002,975.4222901407446,-1.303585918405289,-0.00427886691264856,-133.39341249309427,-0.011022817031961219,-0.00362591555321287,0.9946259155532129,319.81854929627673,1
32.37931750294646,975.0586350058928,-78.09767463337744,-42.97807048321929,-3651.079057712004,1.700711613887697,1.2712576115305296,1.0936674111713118,322.9416024499102,1
24.13,824.04,-1.0520786889773333,-0.7896065551133338,-522.0343935829735,0.005651684037187882,0.0016741579814060579,0.9961853949535151,1709.87,1
32.28256132072855,975.6385966981786,51.47389458207723,1.2529299539801706,-3320.384492781607,-0.12915014149870604,0.36766047173631516,-0.5941928065481716,317.94006839566384,1
32.391828085179135,975.4692787846207,-3.34928195623229,3.0451161012122405,-1855.4914007724062,-0.19056226142623664,-0.12531822506743173,1.1552920244101634,319.4035265616809,1
32.434430657222435,975.2227846713888,-1.4505073002785334,-5.99,-2859.4617841582267,0.09716459858336574,-0.003556934277756189,0.9777215328611218,321.5093686147234,1
32.32220809334016,975.4116878599897,0.4312951561967642,-14.886115270647377,-1291.5402221264208,0.28326011667519896,0.029909828683389927,0.4526948161474377,319.9020809334016,1
34.166958407823465,976.1712435149115,-1.0531802327649809,-0.21571489291209256,-257.0212867647697,-0.0038986135941155315,5.069320294223342e-05,0.9995437611735198,313.4191766572386,1
31.985641807204495,975.7992732382403,68.31085862665952,6.422234543886357,-3671.5181767639488,0.011189948119156162,1.3839159965499837,1.1093291612814578,316.5672109812276,1
32.4295408693654,975.2404591306346,-1.4490817387307926,-5.980000000000001,-2799.3655829114246,0.09581634774615853,-0.0030918261269207332,0.9801836522538414,321.3472452161924,1
32.35864998722579,975.0440500383227,-83.58590455865975,-37.4538075112367,-3653.4531090185938,0.16885039600057414,0.204405259316505,-0.3738902733681382,323.0848996678705,1
24.13,824.04,-1.5271118575487863,0.4325992092908142,-136.76631461576403,-0.004613715406473111,-0.0009350197677296512,0.9964837549419324,1709.87,1
32.37,975.4080973366717,-1.374601775552156,-8.46,-2017.5164616435607,0.1387300887776078,-0.002730088777607805,0.9663495561119609,319.91061953107373,1
18.793445594116623,974.94,-1.2876094332655084,-3.4753984277890817,-5248.2062060334865,0.04938047166327542,-0.0019203144421836137,0.9893984277890819,323.96,1
36.046480555115664,976.0691624980204,-1.0662013877891585,-0.8985444567614252,-2639.624902366734,0.011921736320059892,0.0038379861221084152,0.986,314.28725835048914,1
35.1395082203814,976.178415296603,-1.04,0.025628304886812225,-170.174660621567,-0.007890707622170305,0.004683059320620088,0.9934262330572096,313.3142623305721,1
32.39,975.4015359215068,-2.3013458179440454,48.61879522740278,-1970.1064078493146,-0.810725034219267,0.03239223547943672,0.6388728241780286,319.98924854945204,1
32.188057463709775,975.4568665418907,23.119975111534497,3.70633560977057,-883.0773277344433,-0.1460920262319723,0.56611825922944,0.7723014787409115,319.4773058492387,1
20.669817220027095,975.0022663929558,-1.2723737712706589,-3.384027870994312,-4579.281035094901,0.046154672140883236,0.0018453278591167629,0.9910934428176648,323.4065090205798,1
32.18896676838235,975.4249333020363,22.15035451555451,-3.564877166855024,-1195.1331116795664,0.06731020421379741,0.47884331846719486,0.8287732269230788,319.76690030514703,1
32.03093560843828,975.3955627034328,-41.12816954088089,-1.207626912996303,-2539.3276242510797,0.2302155914517682,-0.21420610153039707,1.2387918605817312,320.14942041527837,1
35.74476988516575,975.8406630239227,-1.330663023922654,0.046298727265213,-400.5797121341984,-0.010410686124309631,-0.001278081339778834,0.9990663023922653,316.19125197129836,1
18.515700220947448,965.72794222778,-1.2064845983886578,-3.230784377441209,-4639.380968612054,0.04989075903319469,-0.0012969196777315624,0.9905938393554631,403.37674161623903,1
32.46808096740899,975.8621489660328,-18.58494847604205,-0.0331738524336187,-1296.4437398767354,-0.04945927094332572,-0.30462120576130003,0.6665647038095759,316.03966982096813,1
29.48803436543468,975.0111477664907,-2.994043487270643,45.8584764819907,-5624.471892513524,-0.8297532639845262,0.010704925549688953,0.7512462774844476,323.36081786807466,1
32.21803427883464,975.9280342788346,57.7474138597899,-0.11541485193408985,-4709.188994297999,-0.08140922128513926,0.8609223414394411,0.4906497043102235,315.4317086299056,1
32.37540318487239,975.4291936302552,-1.35,-8.450806369744779,-2115.0918338395354,0.13408063697447775,0.0004596815127611304,0.9699193630255223,319.727257327703,1
25.005817359525672,969.5344551581582,-1.0707593341036963,-0.4807593341036962,-25.800146459604093,-0.003772199768891135,0.0019240665896303778,0.9918481331792608,370.47429310712255,1
36.51900335709868,975.5283240080593,-1.07,-0.17811620892762747,-47.08245505263267,-0.006311061376315829,0.0028444693118420857,0.9955334079355262,318.87841353069075,1
34.170514665937674,976.1899766060938,-1.0400701817187734,-0.19999999999999996,-251.13907504577742,-0.004007018171877335,2.339390625778759e-06,1.0000046787812515,313.2602105451563,1
24.13,824.04,-1.5819248470517717,0.49707975528283455,-140.5853067297221,-0.00880751529482284,0.0005154908231062953,0.996,1709.87,1
34.61047284367025,976.1702626909279,-1.0703152291135032,-0.21763578164872677,-241.26773633788184,-0.0030525381855838482,0.0009999999999999992,1.0009842385443248,313.407478167092,1
36.08927843714124,976.2591756234852,-1.1489690625398625,-0.034227497129896256,-2620.1681642923254,-0.003690718761958766,0.003,0.9882680624123024,312.64494532545535,1
31.89650952090278,975.5096645509104,79.3982230457166,6.9691115120544005,-2073.394769256534,-0.26897914746730367,1.288619220069252,0.8795040779174408,319.0472892139651,1
26.4109474287646,975.1519256974818,-1.2538513949636647,-3.6780743025181675,-4691.841734203144,0.05438513949636649,0.0009999999999999992,0.9839256974818323,322.1465201176272,1
32.498862963572925,975.1911370364271,-40.87402344926728,9.619298851639858,-2983.4785529577102,0.2552972891556141,-0.26050716773202587,2.055,321.8401456842987,1
32.430499322060406,975.2553009491154,-3.0805960040664635,-5.315840947551406,-2804.496892078514,0.12948770856417632,0.034337911946054164,0.9891894712071176,321.25549254266446,1
32.09150420920108,975.1668703046972,-42.50020819525929,-47.22724046023989,-3323.9858058802292,0.6224089056077201,0.12397728302179332,0.5214931669540194,321.9983944275065,1
31.871928373751597,975.4591479733035,29.18717434481435,-4.713943350320141,-1627.8358081784463,-0.13966474849711977,0.36823996418373806,0.9427096125688224,319.47639020022405,1
34.456011563558654,976.1165317915255,-1.0326011563558655,-1.639132947881378,-2675.696069133528,0.01973988436441345,0.0015664739406890827,0.989,313.86514451144,1
24.13,824.04,-1.5704182920699608,-0.14209146034980347,-539.6403186439127,0.00404182920699607,4.182920699606976e-05,0.9919163415860078,1709.87,1
22.18765012409521,974.3894088971773,-1.0751678482789138,-0.5985910138129387,-293.27579410133194,-0.0012416075860543184,0.00027517724183704316,0.9947583924139457,328.7139156359964,1
34.05888404917326,975.8263894938534,-1.2872210122933148,-0.51,-408.75090030700767,-0.0013610506146657384,0.0016389493853342617,0.9916389493853343,316.34888404917325,1
29.61891569853534,974.9951807169108,-14.85445536724012,18.423251911582966,-5648.131811140352,-0.4269759209587467,0.09027708271634108,0.8796747095606015,323.4506024724368,1
35.02723099878194,976.1244720320747,-1.3210358668290745,0.22207173365814903,-308.75551535931686,-0.01669024340235665,-0.005103586682907446,1.0013446199756388,313.7776799776698,1
26.292267262711572,974.9572553684043,-1.26,-3.693627684202105,-5424.203746627276,0.05272553684042102,-0.0006372315797894858,0.9824606210585264,323.8219570527663,1
24.13,824.04,-1.725144200044997,0.13708652002699817,-43.58319631413224,3.884639964002283e-05,0.0011165391989200694,0.9972913479973001,1709.87,1
21.210336381263602,974.94937001939,-1.3219327237472795,-3.6709663618736394,-4656.32674451711,0.055,-0.0009999999999999992,0.983193272374728,323.83373710174305,1
24.13,824.04,-1.61120010485297,0.5382668064706269,-138.9897938661013,-0.008706670161765673,-0.0007666754044141841,0.998120010485297,1709.87,1
36.46556679440596,976.2715905126873,-1.0461364957708614,0.8222729915417231,-201.3123415707371,-0.02546587605728462,0.004693175211456925,1.0082385769031124,312.51489012946956,1
32.27361170646611,975.4105159580665,3.850271228872793,48.90751607458496,-1850.4248705744897,-0.8843489341869214,0.049948404193341296,1.0196957250958476,319.8789680838668,1
32.346601650709005,975.033398349291,-137.14012769845755,-46.416909408553025,-3663.9810423912327,0.6749970023026919,0.06600975239365012,-0.668085513392471,323.163008253545,1
36.10441654377101,976.2429985252521,-1.148233382491596,0.27350073737394,-2613.749366362451,-0.0318516986195374,-0.010381683872058596,0.9904858198148111,312.7659793003402,1
13.739413187848498,974.8517652751394,-1.202352087290902,-3.4399999999999995,-5297.912211765429,0.049,-0.0015882637569699307,0.9872938899442405,324.6917604364545,1
35.90994827996526,975.5199935349956,-1.39,-4.610892170599148,-2956.5281084771614,0.040037497025181584,-0.011991595494355854,1.0089754329835017,319.00003879002605,1
16.64131946259286,970.5625711481977,-1.1733258025568845,-3.2277677367425133,-4661.41023030064,0.046888386837125644,-0.001111613162874359,0.9857745144413167,361.3993404451012,1
32.330535797638376,975.2303556425093,-26.827004101625427,-17.130256229446918,-2534.968226163696,0.1755865767528667,-0.19950924114389998,-0.28736745091507854,321.4325128363095,1
32.14139903973235,975.7660299889666,49.381543173249135,14.592501048772874,-1178.9988292532712,-0.5867382444802991,0.433,-0.23116931180818168,316.840030579435,1
32.381205225787866,975.4,90.65217426882636,15.442949503257173,-2212.2670297069735,-0.01840413518462078,1.1979641806302919,-0.42469276911922993,319.9912052257879,1
35.211518106283336,976.1780692898562,-1.0373102367145828,-0.2126897632854171,-211.6127229962931,-0.0028069289856251537,0.002731023671458282,1.0001930710143747,313.3146866280083,1
31.519629951389284,975.4642220291664,4.066372820745934,73.81471126255443,-2579.248204322381,-1.0788444058332862,0.04545163305528857,0.26012529527700834,319.4400757472242,1
32.53,976.1888471797876,-25.102198942522126,12.400687718611245,-882.5523071046198,-0.24421436543183386,-0.5002385663852064,0.6296621562789699,313.19844512339955,1
32.34,975.0468705063893,-133.2848759253556,-66.87039349724034,-3650.4474197941836,-0.24742620775780388,0.3029828757663317,0.40396575153266334,323.0123830690943,1
24.13,824.04,-1.8099504087020026,0.10344403023268,-152.19001778453685,-0.0017953418379590969,-0.003000000000000001,0.9930232908102045,1709.87,1
35.94059225422557,975.5174506454812,-1.3950987090375955,-4.938866732924916,-2962.2715412124835,0.05274677259398899,-0.009195710029322424,1.0010970009917268,319.0229441906692,1
32.4683535215606,975.2016464784394,-8.717403867222144,-3.096294322378819,-2917.822194863176,0.25388948596868516,0.1474383121151499,1.017914460643434,321.6795723032172,1
36.117177010394215,975.51,-1.3664114948028925,-5.861860057952531,-2976.24405578329,0.09217942525985537,8.971262992768861e-05,0.9818139942047469,319.0627571842518,1
21.86682799338235,975.3343269627179,-1.0691026169571534,-0.6252243457607117,-389.7718717733569,0.0044775654239288315,0.0004775654239288305,0.9944326962717864,320.55195471858207,1
32.38289093301252,975.4171090669875,-1.3471090669874837,-8.453554533493742,-1996.9037778851723,0.13671090669874836,-0.002,0.9687109066987484,319.87890933012517,1
32.51501673504432,975.8431706974521,-30.75004572464835,0.39487578284675884,-1742.7775024224934,0.29035916649185234,0.0006107104283665978,1.9321183707662302,316.22004572464834,1
24.13,824.04,-1.6204667897612146,0.23694385266823503,-141.83732187695387,-0.0013646972494573053,-0.003000000000000001,0.9951765137527134,1709.87,1
32.38121354388007,975.4312135438801,51.956043514761355,3.8353606432802705,-2234.48904679522,-0.2788174703827133,0.2506528666860668,-0.4161205010917195,319.71907810507935,1
24.13,824.04,-1.6976141346991938,0.17265133626182783,-152.49805539869794,-0.0005946905807795678,-7.575246462365563e-05,0.9884431856515322,1709.87,1
34.62945070669499,976.1361002300868,-1.0588499835652327,-0.8831480442627045,-2595.1981607100297,0.0058949556261285885,0.003115001643476719,0.9929550279391042,313.656598093567,1
32.52,975.6917908954971,-0.09587793792856592,33.167743870808586,-2687.1430765491586,-0.3757723861937141,0.24799549772959306,1.079121560752326,317.47235617766364,1
32.412616753967114,975.7595947645461,-37.591759014683696,-8.001997153191677,-1114.8954452529863,0.2930735975084376,-0.1979287659103419,-0.08697910245685847,316.8859567676097,1
30.589635767032824,975.1458390343696,-15.2166342341828,0.4707125663680416,-4127.6758897857535,0.09673087301908895,0.2066635912738612,1.8054794034166957,322.1840766536294,1
29.326753173820947,975.0257242775943,-3.387303529478922,47.16987117523308,-5598.169598550267,-0.9040439910140581,0.012717283278300396,0.7058950852594861,323.2442057792453,1
32.328238618764054,975.423920460412,2.416277356049223,49.54738463887728,-1164.3187097375903,-0.844590895011243,0.04605965469101347,0.7249005755149776,319.8168749354682,1
32.39384795528858,975.4292319701924,-1.3269200745190395,-8.450768029807616,-2112.7047673211146,0.135,-0.0018463940384768496,0.9708463940384768,319.7546081788457,1
24.13,824.04,-1.8923310350161082,-0.0335337929967785,-52.32068277422081,0.001676689649838917,-0.002691724124597292,0.9896766896498389,1709.87,1
24.13,824.04,-1.9195142306762611,-0.007378557669065144,-59.957982025064666,0.0010000000000000005,0.0012621442330934731,0.9962135673007195,1709.87,1
32.33520168109879,975.04,-128.54531135856547,-30.57133718411559,-3665.4491686681913,0.6257134437147294,0.0353310952519963,-0.9107773051663712,323.1060084054939,1
32.37426817056655,975.3971954883003,-1.37,-8.46,-2001.8331175750511,0.1331463658866903,0.0007195488300354071,0.9714390976600707,320.032313287563,1
32.376299961335874,975.4087666537786,-7.360860196869496,5.191903363779007,-1942.4329570828195,-0.04620670017557631,-0.10460981827860534,0.8053365029885311,319.8948001546565,1
32.27855158184725,975.6778464712638,68.90541492922615,0.6095935348665245,-3807.5925893209405,-0.33433866258479106,0.4906668976812387,-0.389653004974315,317.6117054809797,1
21.923910856092096,975.0322834289655,-1.2922834289654648,-3.3446719990805827,-4577.951104269388,0.04292388570115118,-0.0005380571494244119,0.9957611429884882,323.16482971080507,1
32.529806826266835,975.3297102394002,-1.4598068262668356,-5.97,-2682.1890661282237,0.09501931737331645,-0.004942047880050662,0.9779420478800507,320.6027044322643,1
24.13,824.04,-1.4800973846661127,-0.009997624764241042,-75.54673642606735,0.0019997624764241154,0.0069988123821205775,1.0119957245756341,1709.87,1
32.54,976.07,-0.5854865017015866,75.5749291104767,-2750.331598355252,-1.0185966207340742,0.013443581271269833,0.2542983103670372,314.2274189163831,1
32.47776397210883,975.6652343045763,3.7701465745815277,23.292122938651136,-3157.376307478975,-0.40687747229438076,0.12406324168831424,0.9219407139826951,317.6969849806442,1
36.33752662354944,976.2313482018116,-1.0620223027172424,0.8250582664873434,-186.63141060855264,-0.02159553945655151,0.003730359637701011,1.0019325899094254,312.89449567916785,1
21.99879524708041,975.0042017823448,-1.2642017823448484,-3.410195841195354,-4558.752618529761,0.04385994058850506,-7.002970574747011e-05,0.9864005941149494,323.4128842559538,1
24.13,824.04,-1.769905145663715,-0.04018970867256999,-50.61922690035385,0.002009485433628498,-0.004018970867256997,0.994962058265486,1709.87,1
32.488369840742315,976.027336021694,-7.023041884130553,77.69535774311878,-2732.335088276687,-1.0777892646560912,0.001895625211612885,0.22931312436516138,314.5913316841184,1
32.344427170530686,975.4438019612571,-1.349114565893864,-8.46,-2063.27458550419,0.1359114565893864,0.0,0.9622656302318409,319.6240114804743,1
30.025864354947313,974.9996240322679,-1.1032325808228731,-4.633158870622192,-5671.317795653623,0.07322558063923756,-0.0009999999999999992,0.9876992258143499,323.4430077418565,1
33.83185786245673,975.9715081572798,-1.164852481554439,-0.34566122848017866,-293.9379858660527,-0.004520218673143495,-0.0010404373462869904,0.9994797813268566,315.11718066312227,1
32.415807572072275,975.2783848558554,-1.44,-5.975807572072274,-2797.842737062859,0.094742271621682,-0.002,0.9771615144144546,321.0635741576623,1
32.33358434855345,975.4464156514466,-1.34728313028931,-8.462716869710691,-2043.053421882495,0.13208674788427602,0.0009999999999999992,0.9666415651446549,319.5658434855345,1
34.17083542110343,976.0838972430386,-1.0479657476795128,-1.3870446957748621,-2649.117558591075,0.015017126160243643,0.002398287383975635,0.9928051378480731,314.1028905603327,1
32.37550196010668,975.4126640531911,31.617289922994377,-3.0118169415125786,-2248.5092176131775,-0.2126836542579437,0.25769797167650604,-0.7486388273918909,319.8851065279291,1
32.483454818553135,975.2336370463829,-6.549947428521151,-3.9525662100384027,-2842.688491438915,0.20716250300448194,0.10386257810659459,1.0038542177362357,321.417539924299,1
17.046576343414415,971.4151336362355,-1.16,-3.2047748080836547,-4668.341695190507,0.047567557574903566,9.007676653809311e-05,0.9852251919163452,354.26217515262533,1
32.39,975.4026772819282,-2.042257002309144,49.85146448240583,-1969.9922718071846,-0.8305847055498718,0.028968154215539353,0.6268885397543877,319.9812590265029,1
32.37003346362043,975.43,-1.3100669272408596,-8.370334636204298,-2157.2212153924916,0.13400334636204297,0.0039866145518280835,0.9689832681897851,319.7399665363796,1
24.13,824.04,-1.7177488010503155,0.13346215330753042,-150.53961062248095,-0.0024673107665376523,-0.002532689233462348,0.9896634461673117,1709.87,1
26.21297002876455,975.4670299712354,-1.094850143822744,-0.6248501438227441,-367.869167854054,0.0031089913706353533,0.0012179827412707057,0.9952179827412707,319.4278201725873,1
31.746532652720212,975.6173994895402,79.52239425686045,6.832275865461813,-2403.9844717962374,-0.19124934122857049,1.3368609379466427,1.3066034805931217,318.1213684480171,1
32.35293319891405,975.3942223342383,-1.8134756727583476,-2.287743373503237,-1768.98266123001,0.14063150988830495,-0.03363100581600937,0.17540448701054945,320.08053239239837,1
34.5196038775836,976.1741089146552,-1.07,-0.21178217068941796,-243.7406453147105,-0.0046435658621164205,0.0009999999999999992,1.001410891465529,313.3853465120683,1
35.13268047268239,976.416820306291,-1.2612749933770324,0.018502336920064866,-293.7211451223973,-0.010781874834425812,-0.0023364061258193593,0.9965545312913936,311.25980005298373,1
32.33482214695466,975.386276262856,-11.062388401908166,-21.74748898437093,-2530.8016450622827,0.34638693403869314,-0.08781984800245755,0.7766211763251096,320.1244102432757,1
32.4890979864556,975.22,-46.10953553940415,10.343143593581775,-3014.904219601006,0.48167516477594,0.2471975828408841,2.055,321.5518040270888,1
32.433284027960376,975.2332840279604,-1.3987574078943292,-5.971094675986791,-2860.357006001853,0.09232840279603735,-0.003000000000000001,0.9742189351973582,321.43715972039627,1
37.434303693405674,975.409163014054,-1.1308369859459644,-0.20999999999999996,-43.68037611157024,-0.0041748904216210685,-4.184929729821908e-05,0.9972167397189193,319.92753287351366,1
32.34613188703234,975.5158169191186,-34.35299621114684,-15.609765498156543,-1233.9540122029443,0.45453684577860326,-0.17070162992752963,-0.10565818411948547,318.9849789951218,1
32.333922587219654,975.3991283139512,2.992190928365063,-12.224898169672942,-1366.985216970955,0.29483054070250414,0.04246235463391375,0.6274504767612051,319.9887168604881,1
32.387979893221434,975.4,-1.63361922014191,41.61644359806312,-1969.3792116501004,-0.7509286833828234,0.03922211745642278,0.694494501859261,320.00191957288575,1
32.44,975.29,-1.432589826516018,-5.980000000000001,-2733.987924736556,0.09055389590961088,-0.0014820346967963725,0.9837410173483981,320.95,1
32.34708433831786,975.4058855422898,3.900969960989941,17.74424103552161,-1947.915506612679,-0.08114156717299341,0.015296988060759208,1.074866266682415,319.9370301193924,1
31.689646610301605,975.5698233051509,52.73866170415723,6.396079231277126,-2030.8815773124497,0.007133731006587114,1.291636101457117,0.9108237693831378,318.511766948492,1
16.793257499284437,974.8726298467197,-1.216525969343945,-3.449469642346026,-5272.72732539386,0.047420994890657514,-0.001768397956263006,0.9922738112405535,324.5428573488664,1
10.498303409648038,972.1462274488983,-1.257984031071156,-3.5759281398202027,-5385.53778398611,0.0512015968928844,-0.0013992015535578013,0.99,347.9412583115104,1
24.13,824.04,-0.9773296859084513,-1.1980109422746459,-497.2409142388515,0.008518619835876352,-0.00028882809847418853,0.9922888280984742,1709.87,1
32.548918490981336,976.1889686080096,-27.803983133721918,-0.869659713603829,-982.0966830589814,0.2076388820055404,0.022307834228054962,1.8680440520452752,313.2739831337219,1
24.13,824.04,-1.6679653023974461,0.9852366527438188,-131.9925589977006,-0.016416179427659397,-0.004769941531319127,1.0030265887084255,1709.87,1
32.34129972818966,975.0667506795259,-148.1576006926288,-49.14017049547493,-3655.8914751686625,0.2183313564311206,-0.006126019288782944,-0.22939387198708028,322.8372942919828,1
32.35606320945702,975.4119683952714,0.6342183365262328,47.760432669365436,-1474.6981866685844,-0.8331178277058746,0.04859841976357452,0.7248189628371058,319.9041738260068,1
25.494595683824507,975.2973000808848,-1.0983782573528325,-0.69,-496.349935433037,0.003486522794150264,0.003351302941132982,0.9953243485294335,320.91808632350984,1
32.52769430804195,975.325388616084,-1.4553886160838996,-5.9723056919580495,-2680.961791409436,0.09592227678322007,-0.004999999999999999,0.9789222767832201,320.6345853793708,1
21.121772660295363,976.3097791335275,-1.313225700710025,-3.6564514014200498,-4593.349939341268,0.055169357482249375,-0.0015080724467481255,0.9836774299289975,312.1965940098826,1
35.0448135504814,976.095355830536,-1.30601693810175,0.13638983713895003,-307.3917771966903,-0.009481355048139985,-0.003120338762034996,0.99951864495186,314.0158652775821,1
32.216244371428175,975.420938907143,35.64349823567454,2.2238520749961834,-861.6960560459636,-0.0605446939284178,0.593695174642297,0.88,319.8010803821419,1
32.42384090611491,975.2176818122299,-1.4207954694254374,-5.97,-2880.4887348436628,0.0907681812229825,-0.0017681812229824994,0.9770795469425437,321.5623864082763,1
34.898815664982386,976.2185307225029,-1.0303673193742662,-0.19971505752054808,-234.47571238975797,-0.008036731937426614,0.0030734638748532266,0.9910367319374266,312.9821215393508,1
16.974534318276163,971.1206056655468,-1.1612818921105001,-3.2117091894806675,-4665.332530469347,0.04608545947403335,-0.0019145405259666515,0.9805554865812167,356.79053738095143,1
24.13,824.04,-1.8808826265373362,0.038262056957939716,-158.5229476931952,-0.000957234174763795,-0.002131028478969831,0.992173794304206,1709.87,1
35.09605387809909,976.1761308468122,-1.3080076968712988,0.18804618122779249,-310.43021018860054,-0.011402309061389629,-0.0038007696871298763,1.0024023090613896,313.32087625679037,1
32.40148889614981,975.2541244938187,-28.459549311165407,-28.640317046258247,-2949.2178346688797,0.41459774655582715,-0.016219144366119077,0.7005089157542883,321.2610484648512,1
32.20918379884817,975.426489720691,37.16435408186337,2.5844860345548293,-851.2666617403834,-0.0684897206910966,0.6182528380502532,0.8486330166596997,319.7515925137801,1
32.41963479266647,975.2659130183338,-1.444817396333236,-5.974817396333236,-2801.287214851716,0.09444521889997082,-0.0024817396333236073,0.9779269585332944,321.1323306459959,1
20.707918222172907,974.9559727407243,-1.250136296378483,-3.4985997040653247,-5339.8108776458375,0.053013629637848295,-0.002,0.9854299852032662,323.79832711130837,1
32.34899873996559,975.436251575043,-1.3489987399655894,-8.449499369982796,-2027.6268975763396,0.134,0.00042490549741919584,0.9724249054974192,319.6952377146645,1
32.345204667359035,975.4569883316025,-1.3247953326409696,-8.44520466735903,-2066.6231194086413,0.13552046673590307,-0.0017397666320484728,0.963520466735903,319.5088886798216,1
30.79848839932083,975.0309148754588,-18.98014045184774,-6.662728331818877,-4591.573229515387,-0.20616706757984693,-0.25293582680035515,-0.3029371459755852,323.1663086831406,1
29.251586458643647,975.0096474536348,-6.740118928524414,49.972139063896414,-5586.176148720062,-0.9453301619060155,0.011964745363474506,0.6889847512522256,323.372820370922,1
31.67263824141916,975.5693770818872,43.60430048077884,9.318787473968577,-2000.948008073002,-0.1231355762951512,0.9310076616531509,0.7769773482453118,318.5652764828383,1
35.99615392885525,976.1689743614804,-1.136923084441386,-0.41410245634013243,-2659.78230541426,-0.0016923084441386113,-0.00028205303632342603,0.9840512770390759,313.3843589392735,1
24.13,824.04,-1.5619576578390322,0.47878862042825143,-135.0286602690128,-0.005829573266059422,-0.003536619251784381,0.9996830962589219,1709.87,1
32.38,975.4362293738294,41.14480877964562,-6.381171458375489,-2210.813419261732,0.10837706261706488,0.6904950280955715,0.8891320074921524,319.7126237570239,1
31.851447309217285,975.5097445924911,28.389324018307562,13.099542135199867,-2077.395230054822,-0.21505303685936797,0.7873490569288745,0.4127897473689425,319.0721283959078,1
34.54244056121637,975.8225514576841,-1.2726783163508968,-0.5191918003275142,-357.43385110719237,0.002790809038597051,-0.0009302696795323497,0.9981045954807015,316.3440099128892,1
20.569159657412015,974.9478984288246,-1.2705429297105055,-3.6016287891315173,-5344.142735758996,0.05484413585350624,-0.0017898428824556795,0.9914746072061392,323.89101571175445,1
24.13,824.04,-1.7441961955074623,0.06321521797015084,-46.59740396283587,-0.0014405072656716944,-0.0005594927343283047,0.995,1709.87,1
